DESCRIPTION1,DESCRIPTION2,DESCRIPTION3,ID,SHM_KRN,SHM_HEVRA_MENAHELET,TAARICH_HAFAKAT_HADOCH,SUG_KRN,SHM_TAAGID_SHOLET,SUG_TAAGID_SHOLET,MI_TKUFAT_DIVUACH,AD_TKUFAT_DIVUACH,HAFKADOT_LLO_HAAVAROT,MSHICHOT_LLO_HAAVAROT,HAAVAROT_BEIN_HAKRANOT,TZVIRA_NETO,YITRAT_NCHASIM_LSOF_TKUFA,SHIUR_DMEI_NIHUL_AHARON,TSUA_MEMUZAAT_LETKUFA,TSUA_MITZTABERET_LETKUFA,TSUA_MEMUZAAT_36_HODASHIM,TSUA_MEMUZAAT_60_HODASHIM,TSUA_MITZTABERET_36_HODASHIM,TSUA_MITZTABERET_60_HODASHIM,TSUA_SHNATIT_MEMUZAAT_3_SHANIM,TSUA_SHNATIT_MEMUZAAT_5_SHANIM,STIAT_TEKEN_36_HODASHIM,STIAT_TEKEN_60_HODASHIM,MATZAV_DIVUACH,ALPHA_SHNATI,BETA_TA100,BETA_AGACH_KONTZERNIOT_TZMUDOT,BETA_AGACH_MEM_LO_TZMUDOT,BETA_AGACH_MEMSHALTIOT_TZMUDOT,BETA_HUTZ_LAARETZ,R_SQUARED,SHARP_TSUA_HETZYONIT_ANAF,SHARP_TSUA_HETZYONIT_ALL,SHARP_RIBIT_HASRAT_SIKUN,YAHAS_NEZILUT,SHIUR_D_NIHUL_AHARON_HAFKADOT,SHIUR_D_NIHUL_AHARON_NCHASIM,ODEF_GIRAON_ACTUARI_AHARON,YR_ODEF_GIRAON_ACTUARI_AHARON,ODEF_GIRAON_ACTUARI_LETKUFA,TSUA_MEMUZAT_HASHKAOT_HOFSHIOT,NUM_HEVRA,TAARICH_SIUM_PEILUT,ID_MASLUL_RISHUY
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,8801,מגדל מקפת אישית לבני 50 ומטה,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",19/12/2024,קרנות חדשות,"שלמה אליהו אחזקות בע""מ",ישראלית,202312,202411,3597.89,677.33,176.82,3097.38,27042.01,,1.27,16.36,0.56,0.67,22.46,49.16,6.99,8.33,1.78,2.1,דווח,2.76,0.29,0.05,-0.03,0.09,0.4,0.93,0.55,0.63,1.01,83.6,,,-0.15,2023,-0.09,1.47,512237744,,8801
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,8802,מגדל מקפת אישית לבני 50 עד 60,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",19/12/2024,קרנות חדשות,"שלמה אליהו אחזקות בע""מ",ישראלית,202312,202411,711.62,127.06,1947.96,2532.52,9739.21,,1.17,14.94,0.53,0.61,21.13,43.94,6.6,7.56,1.53,1.79,דווח,2.76,0.23,0.07,0.01,0.09,0.33,0.95,-0.29,-0.22,1.04,82.9,,,-0.15,2023,-0.09,1.33,512237744,,8802
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,8803,מגדל מקפת אישית לבני 60 ומעלה,"מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",19/12/2024,קרנות חדשות,"שלמה אליהו אחזקות בע""מ",ישראלית,202312,202411,334.72,116.7,870.15,1088.17,4562.56,,0.9,11.4,0.42,0.48,16.39,33.65,5.19,5.97,1.15,1.4,דווח,2.16,0.15,0.16,0.03,0.09,0.23,0.96,-1,-0.97,0.95,82,,,-0.15,2023,-0.09,0.98,512237744,,8803
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,8806,הראל פנסיה- הלכה למקבלי קצבה קיימים,"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,0,8.42,1.6,-6.82,65.85,,0.5,6.19,0.3,0.38,11.34,25.32,3.65,4.62,0.96,0.91,דווח,3.36,0,-0.09,-0.02,0.61,-0.04,0.94,-0.77,-0.76,0.69,94,,,-0.22,2023,-0.31,0,512267592,,8806
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,8812,מנורה מבטחים פנסיה - מסלול יעד לפרישה 2060,"מנורה מבטחים פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"מנורה מבטחים החזקות בע""מ",קבוצות ביטוח,202312,202411,1663.76,563.53,-1052.16,48.07,8632.11,,1.25,16.08,0.58,0.67,23.1,49.52,7.17,8.38,1.83,2.44,דווח,2.04,0.34,0.12,-0.1,0.05,0.46,0.92,0.43,0.47,0.91,79.7,,,-0.19,2023,-0.22,1.44,512245812,,8812
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9097,הראל פנסיה - כספי (שקלי),"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,16.34,85.13,-24.37,-93.16,236.96,,0.44,5.42,0.36,0.26,13.96,17.13,4.45,3.21,0.15,0.19,דווח,1.32,0,0.02,0.01,0,0,0.17,-0.81,-0.8,3.19,97,,,-0.22,2023,-0.31,0.46,512267592,,9097
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9647,כלל פנסיה מניות,"כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,532.02,136.66,-382.76,12.6,5646.27,,1.55,20.32,0.57,0.74,22.74,55.41,7.07,9.22,2.35,2.98,דווח,1.8,0.47,-0.04,-0.15,0.13,0.53,0.9,0.48,0.5,0.84,90.1,,,-0.17,2023,-0.26,1.87,512244146,,9647
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9648,"כלל פנסיה אשראי ואג""ח","כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,18.39,19.44,-25.32,-26.37,378.59,,0.65,8.05,0.33,0.32,12.51,21,4.01,3.89,0.76,0.84,דווח,1.68,0.02,0.26,0.11,0.07,0.07,0.94,-0.95,-0.93,0.79,81.8,,,-0.17,2023,-0.26,0.63,512244146,,9648
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9649,כלל פנסיה קצבה לזכאים קיימים,"כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,0,5.7,0,-5.7,49.46,,0.67,8.39,0.54,0.52,21.53,36.5,6.72,6.42,0.48,0.53,דווח,4.44,0,0.03,-0.09,0.28,0,0.66,-0.35,-0.33,2.51,90,,,-0.17,2023,-0.26,0.43,512244146,,9649
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9650,כלל פנסיה מסלול הלכה למקבלי קצבה קיימים,"כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,0,1.32,0.44,-0.88,10.35,,0.54,6.68,0.34,0.38,12.85,25.38,4.11,4.63,0.77,0.75,דווח,3.12,0.01,0.02,0.02,0.39,-0.02,0.93,-0.77,-0.75,0.92,93,,,-0.17,2023,-0.26,0.29,512244146,,9650
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9654,כלל פנסיה לבני 50 ומטה,"כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,3936.71,1342.07,-2913.63,-318.99,32287.12,,1.31,16.9,0.56,0.69,22.18,51.27,6.91,8.63,1.79,2.3,דווח,2.64,0.33,0.04,-0.13,0.13,0.4,0.91,0.58,0.63,0.97,78.8,,,-0.17,2023,-0.26,1.54,512244146,,9654
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9655,כלל פנסיה לבני 50-60,"כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,897.5,396.03,1319.25,1820.72,12995.61,,1.22,15.6,0.53,0.63,20.77,45.69,6.49,7.82,1.56,1.99,דווח,2.52,0.28,0.05,-0.1,0.13,0.35,0.92,-0.1,-0.01,0.98,81.1,,,-0.17,2023,-0.26,1.4,512244146,,9655
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9656,כלל פנסיה לבני 60 ומעלה,"כלל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,אחר,אחר,202312,202411,377.05,762.81,1147.94,762.18,5238.59,,0.92,11.62,0.43,0.51,16.79,35.36,5.31,6.24,1.13,1.44,דווח,2.28,0.17,0.12,-0.02,0.11,0.22,0.94,-1,-0.96,0.96,79.8,,,-0.17,2023,-0.26,1,512244146,,9656
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9757,אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,"אלטשולר שחם גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"אלטשולר שחם פיננסים בע""מ",ישראלית,202312,202411,2944.49,703.75,-3766.19,-1525.45,17985.2,,1.46,19.03,0.51,0.62,20.21,44.67,6.33,7.67,2.39,2.52,דווח,1.68,0.32,-0.08,0.21,0,0.56,0.84,0.12,0.14,0.8,86.6,,,0.26,2023,0.17,1.84,513173393,,9757
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9758,אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,"אלטשולר שחם גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"אלטשולר שחם פיננסים בע""מ",ישראלית,202312,202411,366.75,68.14,80.09,378.7,4382.25,,1.34,17.35,0.52,0.56,20.34,39.93,6.37,6.95,2.03,2.08,דווח,1.8,0.26,-0.09,0.22,0.01,0.46,0.84,-0.17,-0.14,0.85,90.7,,,0.26,2023,0.17,1.66,513173393,,9758
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9759,אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,"אלטשולר שחם גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"אלטשולר שחם פיננסים בע""מ",ישראלית,202312,202411,215.83,294.18,367.7,289.35,1924.3,,0.95,12.03,0.45,0.48,17.68,32.91,5.58,5.86,1.2,1.29,דווח,2.16,0.15,-0.04,0.2,0.02,0.28,0.86,-0.75,-0.73,1,92.2,,,0.26,2023,0.17,1.08,513173393,,9759
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9760,אלטשולר שחם פנסיה מקיפה הלכה,"אלטשולר שחם גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"אלטשולר שחם פיננסים בע""מ",ישראלית,202312,202411,32.9,10.08,-40.29,-17.47,283.53,,1.29,16.57,0.52,0.57,20.37,40.66,6.37,7.06,2,2.02,דווח,2.04,0.25,-0.09,0.24,-0.02,0.46,0.82,-0.16,-0.13,0.88,91.9,,,0.26,2023,0.17,1.64,513173393,,9760
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9823,הראל פנסיה - גילאי 50 ומטה,"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,5666.2,1095.29,-3617.39,953.52,36709.31,,1.16,14.9,0.51,0.62,20.07,45.18,6.29,7.74,1.76,2.18,דווח,2.04,0.29,0.02,-0.09,0.16,0.43,0.93,-0.16,-0.1,0.88,81.9,,,-0.22,2023,-0.31,1.44,512267592,,9823
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9827,הראל פנסיה - גילאי 50 עד 60,"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,917.45,259.35,1167.55,1825.65,10326,,1.07,13.58,0.49,0.58,19.33,41.51,6.07,7.19,1.5,1.84,דווח,2.16,0.24,0.06,-0.07,0.14,0.36,0.93,-1.03,-0.94,0.94,81.5,,,-0.22,2023,-0.31,1.3,512267592,,9827
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9829,הראל פנסיה - גילאי 60 ומעלה,"הראל פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הראל השקעות בביטוח ושירותים פיננסיים בע""מ",קבוצות ביטוח,202312,202411,394.09,579.63,1101.18,915.64,4577,,0.82,10.33,0.37,0.45,14.02,30.59,4.47,5.48,1.1,1.37,דווח,1.8,0.14,0.12,0.02,0.13,0.23,0.94,-1.24,-1.2,0.83,80.8,,,-0.22,2023,-0.31,0.97,512267592,,9829
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9967,מיטב פנסיה מקיפה לבני 50 עד 60,"מיטב גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"מיטב דש השקעות בע""מ",ישראלית,202312,202411,900.3,217.9,633.41,1315.81,9311.9,,1.23,15.85,0.57,0.71,22.84,53.28,7.1,8.92,1.65,2,דווח,3.72,0.25,0.15,-0.01,0.07,0.35,0.92,0.99,1.06,1.13,82.2,,,0.03,2023,-0.06,1.44,512065202,,9967
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9968,מיטב פנסיה מקיפה לבני 60 ומעלה,"מיטב גמל ופנסיה בע""מ",19/12/2024,קרנות חדשות,"מיטב דש השקעות בע""מ",ישראלית,202312,202411,560.46,217.49,498.14,841.11,4035,,0.98,12.45,0.48,0.52,18.64,36.38,5.86,6.4,1.17,1.39,דווח,2.64,0.14,0.18,0.05,0.06,0.23,0.94,-0.68,-0.65,1.09,82.5,,,0.03,2023,-0.06,1.09,512065202,,9968
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9974,הפניקס פנסיה מקיפה  - מסלול לבני 50 ומטה,"הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,5960.3,3449.7,-5893.15,-3382.55,53944.68,,1.42,18.43,0.63,0.74,25.57,55.68,7.89,9.26,1.8,2.17,דווח,3.48,0.33,0.04,-0.09,0.08,0.36,0.93,1.24,1.3,1.11,81.1,,,-0.13,2023,-0.21,1.58,513026484,,9974
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9975,הפניקס פנסיה מקיפה - מסלול לבני 50 עד 60,"הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,784.94,90.74,2145.52,2839.72,10396.37,,1.32,17.03,0.59,0.65,23.78,47.92,7.37,8.14,1.59,1.92,דווח,3,0.27,0.1,-0.06,0.07,0.32,0.94,0.47,0.54,1.09,82.7,,,-0.13,2023,-0.21,1.44,513026484,,9975
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9976,הפניקס פנסיה מקיפה - מסלול לבני 60 ומעלה,"הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,323.27,740.93,2800.1,2382.44,4261.82,,1,12.67,0.46,0.51,18.04,35.63,5.68,6.28,1.18,1.5,דווח,2.28,0.18,0.17,-0.01,0.07,0.22,0.95,-0.88,-0.85,0.98,83.6,,,-0.13,2023,-0.21,1.06,513026484,,9976
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9979,"הפניקס פנסיה מקיפה -מסלול עוקב מדדי אג""ח","הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,7.37,1.09,2.76,9.04,85.39,,0.6,7.42,0.41,0.28,15.72,18.48,4.99,3.45,1.55,1.44,דווח,0.6,-0.11,0.01,0.41,-0.07,0.51,0.7,-0.59,-0.58,0.39,72.9,,,-0.13,2023,-0.21,0.3,513026484,,9979
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9984,הפניקס פנסיה מקיפה - מסלול הלכה,"הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,133.2,9.59,-181.63,-58.02,1010.73,,1.18,15.14,0.56,0.56,22.23,39.93,6.92,6.95,1.61,1.93,דווח,1.8,0.24,0.13,-0.01,0.06,0.37,0.96,-0.41,-0.36,0.94,91.4,,,-0.13,2023,-0.21,1.33,513026484,,9984
₪ כל הסכומים במיליוני,כל התשואות הינן פיננסיות נומינליות ברוטו,תשואת קרן פנסיה לא מוצגת החל מינואר 2017,9987,מסלול קצבה לזכאים קיימים,"הפניקס פנסיה וגמל בע""מ",19/12/2024,קרנות חדשות,"הפניקס אחזקות בע""מ",ישראלית,202312,202411,0,1.19,0.06,-1.13,4.76,,0.63,7.77,0.48,0.47,18.77,32.84,5.9,5.84,0.52,0.57,דווח,3.96,0,0.02,-0.1,0.32,0.01,0.75,-0.46,-0.45,2.03,91.3,,,-0.13,2023,-0.21,-0.6,513026484,,9987
